user_id,full_name,feedback_description,action_description,login_time
1,"Admin Traxidy",NULL,NULL,"2021-11-22 17:47:11"
1,"Admin Traxidy",NULL,NULL,"2021-11-23 09:59:19"
1,"Admin Traxidy",NULL,NULL,"2021-11-23 11:02:20"
1,"Admin Traxidy",NULL,NULL,"2021-11-24 04:21:58"
1,"Admin Traxidy",NULL,NULL,"2021-11-24 16:55:22"
1,"Admin Traxidy",NULL,NULL,"2021-11-26 08:42:19"
1,"Admin Traxidy",NULL,NULL,"2021-11-29 08:37:58"
1,"Admin Traxidy",NULL,NULL,"2021-11-29 09:42:27"
1,"Admin Traxidy",NULL,NULL,"2021-12-06 16:26:06"
1,"Admin Traxidy",NULL,NULL,"2021-12-07 16:20:07"
1,"Admin Traxidy",NULL,NULL,"2021-12-07 16:37:50"
1,"Admin Traxidy",NULL,NULL,"2021-12-07 19:54:44"
1,"Admin Traxidy",NULL,NULL,"2021-12-08 17:21:05"
1,"Admin Traxidy",NULL,NULL,"2021-12-13 17:14:29"
1,"Admin Traxidy",NULL,NULL,"2021-12-15 14:20:36"
1,"Admin Traxidy",NULL,NULL,"2021-12-16 12:58:06"
1,"Admin Traxidy",NULL,NULL,"2021-12-19 10:49:41"
1,"Admin Traxidy",NULL,NULL,"2021-12-20 11:38:35"
1,"Admin Traxidy",NULL,NULL,"2022-01-03 11:33:55"
1,"Admin Traxidy",NULL,NULL,"2022-01-03 15:24:17"
1,"Admin Traxidy",NULL,NULL,"2022-01-04 11:09:19"
1,"Admin Traxidy",NULL,NULL,"2022-01-04 11:56:09"
1,"Admin Traxidy",NULL,NULL,"2022-01-05 11:05:05"
1,"Admin Traxidy",NULL,NULL,"2022-01-06 17:52:52"
1,"Admin Traxidy",NULL,NULL,"2022-01-07 10:15:27"
1,"Admin Traxidy",NULL,NULL,"2022-01-08 11:39:42"
1,"Admin Traxidy",NULL,NULL,"2022-01-09 09:39:17"
1,"Admin Traxidy",NULL,NULL,"2022-01-09 13:14:33"
1,"Admin Traxidy",NULL,NULL,"2022-01-10 08:52:36"
1,"Admin Traxidy",NULL,NULL,"2022-01-10 15:11:34"
1,"Admin Traxidy",NULL,NULL,"2022-01-10 18:09:07"
1,"Admin Traxidy",NULL,NULL,"2022-01-11 10:16:29"
1,"Admin Traxidy",NULL,NULL,"2022-01-11 17:15:50"
1,"Admin Traxidy",NULL,NULL,"2022-01-12 04:08:56"
1,"Admin Traxidy",NULL,NULL,"2022-01-12 13:55:34"
1,"Admin Traxidy",NULL,NULL,"2022-01-12 17:54:47"
1,"Admin Traxidy",NULL,NULL,"2022-01-13 09:17:14"
1,"Admin Traxidy",NULL,NULL,"2022-01-13 16:15:03"
1,"Admin Traxidy",NULL,NULL,"2022-01-14 02:46:08"
1,"Admin Traxidy",NULL,NULL,"2022-01-14 08:00:07"
1,"Admin Traxidy",NULL,NULL,"2022-01-14 13:44:49"
1,"Admin Traxidy",NULL,NULL,"2022-01-15 10:10:02"
1,"Admin Traxidy",NULL,NULL,"2022-01-17 13:09:06"
1,"Admin Traxidy",NULL,NULL,"2022-01-18 08:46:12"
1,"Admin Traxidy",NULL,NULL,"2022-01-19 09:27:22"
1,"Admin Traxidy",NULL,NULL,"2022-01-19 10:40:34"
1,"Admin Traxidy",NULL,NULL,"2022-01-20 12:20:18"
1,"Admin Traxidy",NULL,NULL,"2022-01-21 11:49:33"
1,"Admin Traxidy",NULL,NULL,"2022-01-22 11:37:23"
1,"Admin Traxidy",NULL,NULL,"2022-01-23 08:06:03"
1,"Admin Traxidy",NULL,NULL,"2022-01-24 11:40:33"
1,"Admin Traxidy",NULL,NULL,"2022-01-24 15:22:45"
1,"Admin Traxidy",NULL,NULL,"2022-01-25 17:47:44"
1,"Admin Traxidy",NULL,NULL,"2022-01-26 08:57:43"
1,"Admin Traxidy",NULL,NULL,"2022-01-28 11:58:33"
1,"Admin Traxidy",NULL,NULL,"2022-01-28 17:11:00"
1,"Admin Traxidy",NULL,NULL,"2022-01-31 14:08:53"
1,"Admin Traxidy",NULL,NULL,"2022-02-02 14:47:20"
1,"Admin Traxidy",NULL,NULL,"2022-02-02 16:13:04"
1,"Admin Traxidy",NULL,NULL,"2022-02-04 10:13:27"
1,"Admin Traxidy",NULL,NULL,"2022-02-04 11:04:47"
1,"Admin Traxidy",NULL,NULL,"2022-02-08 09:29:15"
1,"Admin Traxidy",NULL,NULL,"2022-02-09 08:36:07"
1,"Admin Traxidy",NULL,NULL,"2022-02-09 16:18:59"
1,"Admin Traxidy",NULL,NULL,"2022-02-10 09:10:00"
1,"Admin Traxidy",NULL,NULL,"2022-02-11 08:52:13"
1,"Admin Traxidy",NULL,NULL,"2022-02-13 10:24:35"
1,"Admin Traxidy",NULL,NULL,"2022-02-14 08:44:31"
1,"Admin Traxidy",NULL,NULL,"2022-02-14 14:33:42"
1,"Admin Traxidy",NULL,NULL,"2022-02-15 10:12:08"
1,"Admin Traxidy",NULL,NULL,"2022-02-15 15:33:50"
1,"Admin Traxidy",NULL,NULL,"2022-02-15 20:34:55"
1,"Admin Traxidy",NULL,NULL,"2022-02-15 20:35:41"
1,"Admin Traxidy",NULL,NULL,"2022-02-27 11:29:50"
1,"Admin Traxidy",NULL,NULL,"2022-02-28 09:04:08"
1,"Admin Traxidy",NULL,NULL,"2022-03-01 08:35:25"
1,"Admin Traxidy",NULL,NULL,"2022-03-02 14:22:07"
1,"Admin Traxidy",NULL,NULL,"2022-03-03 13:31:34"
1,"Admin Traxidy",NULL,NULL,"2022-03-04 08:59:26"
1,"Admin Traxidy",NULL,NULL,"2022-03-04 15:58:07"
1,"Admin Traxidy",NULL,NULL,"2022-03-05 12:34:03"
1,"Admin Traxidy",NULL,NULL,"2022-03-06 09:39:12"
1,"Admin Traxidy",NULL,NULL,"2022-03-07 13:22:47"
1,"Admin Traxidy",NULL,NULL,"2022-03-09 17:30:55"
1,"Admin Traxidy",NULL,NULL,"2022-03-11 11:47:09"
1,"Admin Traxidy",NULL,NULL,"2022-03-14 11:34:33"
1,"Admin Traxidy",NULL,NULL,"2022-03-14 15:08:33"
1,"Admin Traxidy",NULL,NULL,"2022-03-14 16:00:36"
1,"Admin Traxidy",NULL,NULL,"2022-03-15 10:12:58"
1,"Admin Traxidy",NULL,NULL,"2022-03-15 16:38:21"
1,"Admin Traxidy",NULL,NULL,"2022-03-16 18:19:03"
1,"Admin Traxidy",NULL,NULL,"2022-03-16 19:35:52"
1,"Admin Traxidy",NULL,NULL,"2022-03-17 09:53:44"
1,"Admin Traxidy",NULL,NULL,"2022-03-17 11:54:24"
1,"Admin Traxidy",NULL,NULL,"2022-03-17 15:24:01"
1,"Admin Traxidy",NULL,NULL,"2022-03-17 19:48:48"
1,"Admin Traxidy",NULL,NULL,"2022-03-18 09:53:22"
1,"Admin Traxidy",NULL,NULL,"2022-03-21 10:29:39"
1,"Admin Traxidy",NULL,NULL,"2022-03-22 09:58:47"
1,"Admin Traxidy",NULL,NULL,"2022-03-23 09:24:51"
1,"Admin Traxidy",NULL,NULL,"2022-03-23 18:11:48"
1,"Admin Traxidy",NULL,NULL,"2022-03-24 10:47:14"
1,"Admin Traxidy",NULL,NULL,"2022-03-31 11:16:09"
1,"Admin Traxidy",NULL,NULL,"2022-03-31 13:37:15"
1,"Admin Traxidy",NULL,NULL,"2022-03-31 16:13:43"
1,"Admin Traxidy",NULL,NULL,"2022-04-01 18:38:42"
1,"Admin Traxidy",NULL,NULL,"2022-04-11 11:00:39"
1,"Admin Traxidy",NULL,NULL,"2022-04-11 11:44:00"
1,"Admin Traxidy",NULL,NULL,"2022-04-14 15:22:37"
1,"Admin Traxidy",NULL,NULL,"2022-04-15 12:29:06"
1,"Admin Traxidy",NULL,NULL,"2022-04-17 16:14:19"
